stock_flow,balance_type,instrument,counterparty,series_type,series_id,start,end,n_obs,unit,data_type,frequency,collection_month,file_no
Net transactions during period ,Assets,Other accounts receivable,Public non-financial corporations,Original,A83834352J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Central bank,Original,A3374258T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Authorised deposit taking Institutions,Original,A3369641L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Other broad money Institutions,Original,A3541350R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Pension funds,Original,A3371657W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Life insurance corporations,Original,A3541351T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Non-life insurance corporations,Original,A3363002J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Other financial corporations,Original,A3541352V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,State and local general government,Original,A84931277J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Households,Original,A3371660K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Assets,Other accounts receivable,Rest of world,Original,A3367022R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Total financial liabilities,Total (Counterparty sectors),Original,A3429882C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Monetary gold and SDRs held by:,Total (Counterparty sectors),Original,A3561619T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Monetary gold and SDRs held by:,Rest of world,Original,A3540326W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Currency held by:,Total (Counterparty sectors),Original,A3428367T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Currency held by:,Other private non-financial corporations,Original,A3364181V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Currency held by:,Central bank,Original,A3363140F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Currency held by:,Households,Original,A3363143L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Drawings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3429771L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Drawings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3370835J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Total (Counterparty sectors),Original,A3426528J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Other private non-financial corporations,Original,A3366353R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Public non-financial corporations,Original,A83834391X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Central bank,Original,A3358640F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Authorised deposit taking Institutions,Original,A3369371X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Other broad money Institutions,Original,A3373547V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Pension funds,Original,A3371378F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Life insurance corporations,Original,A3361790W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Non-life insurance corporations,Original,A3363245A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Money market financial investment funds,Original,A3364838A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Non-money market financial investment funds,Original,A3374495W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Central borrowing authorities,Original,A3371918J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Other financial corporations,Original,A3361793C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Rest of world,Original,A3369374F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Total (Counterparty sectors),Original,A3429810T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Private non-financial investment funds,Original,A3365423T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other private non-financial corporations,Original,A3365930K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Public non-financial corporations,Original,A83834886A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Central bank,Original,A3373100X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Authorised deposit taking Institutions,Original,A3359825V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other broad money Institutions,Original,A3369989A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Pension funds,Original,A3374609J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Life insurance corporations,Original,A3362819J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Non-life insurance corporations,Original,A3365426X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Money market financial investment funds,Original,A3373655C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Non-money market financial investment funds,Original,A3367904T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Central borrowing authorities,Original,A3361454K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other financial corporations,Original,A3367907X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",State and local general government,Original,A3366455C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Households,Original,A3358748J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Rest of world,Original,A3361457T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued offshore held by:",Total (Counterparty sectors),Original,A3431235X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued offshore held by:",Rest of world,Original,A3365933T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Derivatives,Total (Counterparty sectors),Original,A3429237L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Derivatives,Other private non-financial corporations,Original,A83748962C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Derivatives,Central bank,Original,A83748963F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Derivatives,Authorised deposit taking Institutions,Original,A3364412T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Derivatives,Rest of world,Original,A3369995W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Short term loans and placements,Total (Counterparty sectors),Original,A3429834K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Short term loans and placements,Rest of world,Original,A3362879K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Total (Counterparty sectors),Original,A3427857R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Public non-financial corporations,Original,A84931382K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Authorised deposit taking Institutions,Original,A3367985F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Other broad money Institutions,Original,A3364478J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Pension funds,Original,A3359909C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Non-life insurance corporations,Original,A3541132T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Central borrowing authorities,Original,A85253343R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,State and local general government,Original,A3541133V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Rest of world,Original,A3359912T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Unfunded superannuation claims held by:,Total (Counterparty sectors),Original,A3425382K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Unfunded superannuation claims held by:,Pension funds,Original,A3367016V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Unfunded superannuation claims held by:,Households,Original,A3370619R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Total (Counterparty sectors),Original,A3427866T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Other private non-financial corporations,Original,A3367511C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Public non-financial corporations,Original,A83834130A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Life insurance corporations,Original,A3540524K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Non-life insurance corporations,Original,A83727871F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Non-money market financial investment funds,Original,A84931280W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,State and local general government,Original,A3365087T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Households,Original,A3370121F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Rest of world,Original,A3368108W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Change in/Net financial position,Total (Counterparty sectors),,Original,A3425093R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Total financial assets,Total (Counterparty sectors),Original,A3432953K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,Total (Counterparty sectors),Original,A3430643T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,Central bank,Original,A3373918V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Total (Counterparty sectors),Original,A3427013R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Central bank,Original,A3361231A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Authorised deposit taking Institutions,Original,A3371809W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Rest of world,Original,A3373408V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Holdings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3428924W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Holdings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3366745A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Total (Counterparty sectors),Original,A3431192K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Private non-financial investment funds,Original,A130184548X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Authorised deposit taking Institutions,Original,A3371890T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Central borrowing authorities,Original,A130184549A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Rest of world,Original,A3359098K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Total (Counterparty sectors),Original,A3430382F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Other private non-financial corporations,Original,A3544964L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Authorised deposit taking Institutions,Original,A3360838C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Other broad money Institutions,Original,A3544361A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Life insurance corporations,Original,A3374065W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Central borrowing authorities,Original,A3358705J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Securitisers,Original,A3370429A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,"Bonds, etc. issued by:",Rest of world,Original,A3369937X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Total (Counterparty sectors),Original,A3427067W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Other private non-financial corporations,Original,A83749155A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Central bank,Original,A83749156C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Authorised deposit taking Institutions,Original,A3366460W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Derivatives issued by:,Rest of world,Original,A3361924T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Total (Counterparty sectors),Original,A3431504K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Other private non-financial corporations,Original,A3545039W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Public non-financial corporations,Original,A83833876C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Central borrowing authorities,Original,A3365458T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,State and local general government,Original,A3368500R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Loans and placements borrowed by:,Households,Original,A3370012V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Total (Counterparty sectors),Original,A3432923W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Private non-financial investment funds,Original,A3371572K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Other private non-financial corporations,Original,A3363979L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Public non-financial corporations,Original,A83834893X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Central bank,Original,A3373705R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Authorised deposit taking Institutions,Original,A3358813T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Other broad money Institutions,Original,A3362449K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Life insurance corporations,Original,A3363442L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Non-life insurance corporations,Original,A3359923X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Money market financial investment funds,Original,A3545186W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Non-money market financial investment funds,Original,A3366019J,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Other financial corporations,Original,A3370549V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Shares and other equity issued by:,Rest of world,Original,A3364981T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Total (Counterparty sectors),Original,A3429863W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Other private non-financial corporations,Original,A3360541R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Public non-financial corporations,Original,A83833963A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Central bank,Original,A3374257R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Authorised deposit taking Institutions,Original,A3369640K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Other broad money Institutions,Original,A3545378R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Pension funds,Original,A3371656V,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Life insurance corporations,Original,A3545379T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Non-life insurance corporations,Original,A3363001F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Other financial corporations,Original,A3545380A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,State and local general government,Original,A84931331K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Households,Original,A3371659A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Assets,Other accounts receivable,Rest of world,Original,A3367021L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Total financial liabilities,Total (Counterparty sectors),Original,A3429881A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Monetary gold and SDRs held by:,Total (Counterparty sectors),Original,A3562367A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Monetary gold and SDRs held by:,Rest of world,Original,A3544354C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Currency held by:,Total (Counterparty sectors),Original,A3428366R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Currency held by:,Other private non-financial corporations,Original,A3364180T,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Currency held by:,Central bank,Original,A3363139W,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Currency held by:,Households,Original,A3363142K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Drawings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3429770K,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
Amounts outstanding at end of period ,Liabilities,Drawings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3370834F,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232030.xlsx
